Date,Dato_Presion,Dato_Temp
2025-08-31 19:15:00-04:00,678.2,13.3
2025-08-31 19:20:00-04:00,678.3,13.0
2025-08-31 19:25:00-04:00,678.6,13.4
2025-08-31 19:30:00-04:00,678.6,13.2
2025-08-31 19:35:00-04:00,678.7,13.1
2025-08-31 19:40:00-04:00,678.9,12.9
2025-08-31 19:45:00-04:00,678.7,12.8
2025-08-31 19:50:00-04:00,679.0,12.6
2025-08-31 19:55:00-04:00,679.1,12.6
2025-08-31 20:00:00-04:00,679.2,12.2
2025-08-31 20:05:00-04:00,679.1,12.4
2025-08-31 20:10:00-04:00,679.3,12.3
2025-08-31 20:15:00-04:00,679.5,12.1
2025-08-31 20:20:00-04:00,679.4,12.1
2025-08-31 20:25:00-04:00,679.5,11.9
2025-08-31 20:30:00-04:00,679.4,11.6
2025-08-31 20:35:00-04:00,679.5,11.4
2025-08-31 20:40:00-04:00,679.6,11.2
2025-08-31 20:45:00-04:00,679.6,11.0
