0	0.0	0
1	1.0	0
2	2.0	0
3	3.0	0
4	4.0	0
5	5.0	0
6	6.0	0
7	7.0	0
8	8.0	0
9	9.0	0
10	10.0	0
11	11.0	0
12	12.0	0
13	13.0	0
14	14.0	0
15	15.0	0
16	16.0	0
17	17.0	0
18	18.0	0
19	19.0	0
20	20.0	0
21	21.0	0
22	22.0	0
23	23.0	2
24	24.0	0
25	25.0	0
26	26.0	1
27	27.0	1
28	28.0	0
29	29.0	0
30	30.0	0
31	31.0	1
32	32.0	1
33	33.0	0
34	34.0	3
35	35.0	1
36	36.0	1
37	37.0	5
38	38.0	3
39	39.0	5
40	40.0	2
41	41.0	4
42	42.0	8
43	43.0	10
44	44.0	5
45	45.0	8
46	46.0	3
47	47.0	11
48	48.0	13
49	49.0	12
50	50.0	11
51	51.0	8
52	52.0	13
53	53.0	9
54	54.0	13
55	55.0	18
56	56.0	20
57	57.0	24
58	58.0	20
59	59.0	24
60	60.0	19
61	61.0	13
62	62.0	16
63	63.0	14
64	64.0	24
65	65.0	20
66	66.0	22
67	67.0	26
68	68.0	30
69	69.0	23
70	70.0	43
71	71.0	51
72	72.0	46
73	73.0	42
74	74.0	51
75	75.0	39
76	76.0	40
77	77.0	49
78	78.0	41
79	79.0	52
80	80.0	60
81	81.0	60
82	82.0	64
83	83.0	72
84	84.0	63
85	85.0	86
86	86.0	78
87	87.0	72
88	88.0	68
89	89.0	102
90	90.0	84
91	91.0	103
92	92.0	111
93	93.0	112
94	94.0	118
95	95.0	139
96	96.0	136
97	97.0	154
98	98.0	177
99	99.0	178
100	100.0	205
101	101.0	222
102	102.0	241
103	103.0	243
104	104.0	261
105	105.0	289
106	106.0	278
107	107.0	279
108	108.0	258
109	109.0	274
110	110.0	271
111	111.0	270
112	112.0	249
113	113.0	253
114	114.0	244
115	115.0	282
116	116.0	232
117	117.0	246
118	118.0	218
119	119.0	269
120	120.0	243
121	121.0	262
122	122.0	210
123	123.0	246
124	124.0	218
125	125.0	210
126	126.0	223
127	127.0	211
128	128.0	205
129	129.0	188
130	130.0	190
131	131.0	190
132	132.0	199
133	133.0	212
134	134.0	174
135	135.0	209
136	136.0	260
137	137.0	3165
138	138.0	49158
139	139.0	228254
140	140.0	384312
141	141.0	409866
142	142.0	404569
143	143.0	403668
144	144.0	401356
145	145.0	403371
146	146.0	398057
147	147.0	396359
148	148.0	394771
149	149.0	396857
150	150.0	391255
151	151.0	392211
152	152.0	386854
153	153.0	389168
154	154.0	385373
155	155.0	382555
156	156.0	380406
157	157.0	382386
158	158.0	376013
159	159.0	373698
160	160.0	372709
161	161.0	375720
162	162.0	368147
163	163.0	367945
164	164.0	365903
165	165.0	367831
166	166.0	363560
167	167.0	364000
168	168.0	358632
169	169.0	359998
170	170.0	355661
171	171.0	354076
172	172.0	352173
173	173.0	352558
174	174.0	347778
175	175.0	345202
176	176.0	342876
177	177.0	345732
178	178.0	339983
179	179.0	337260
180	180.0	333994
181	181.0	337310
182	182.0	331006
183	183.0	332009
184	184.0	326457
185	185.0	327459
186	186.0	323480
187	187.0	321383
188	188.0	319284
189	189.0	320356
190	190.0	315129
191	191.0	312346
192	192.0	311185
193	193.0	312298
194	194.0	306712
195	195.0	304335
196	196.0	303391
197	197.0	303868
198	198.0	300176
199	199.0	300086
200	200.0	296298
201	201.0	296743
202	202.0	292722
203	203.0	289781
204	204.0	289023
205	205.0	289396
206	206.0	284768
207	207.0	283215
208	208.0	281749
209	209.0	282152
210	210.0	278023
211	211.0	275686
212	212.0	274701
213	213.0	275813
214	214.0	271300
215	215.0	272913
216	216.0	267571
217	217.0	269324
218	218.0	263827
219	219.0	261373
220	220.0	261134
221	221.0	261786
222	222.0	257704
223	223.0	255099
224	224.0	254725
225	225.0	255843
226	226.0	252082
227	227.0	250101
228	228.0	249712
229	229.0	250496
230	230.0	246381
231	231.0	247246
232	232.0	244292
233	233.0	245376
234	234.0	242319
235	235.0	240770
236	236.0	240476
237	237.0	240529
238	238.0	238077
239	239.0	237097
240	240.0	235127
241	241.0	237062
242	242.0	233042
243	243.0	232925
244	244.0	230681
245	245.0	233112
246	246.0	229147
247	247.0	230498
248	248.0	226957
249	249.0	228570
250	250.0	224875
251	251.0	223695
252	252.0	223359
253	253.0	223927
254	254.0	220993
255	255.0	217667
256	256.0	219074
257	257.0	219221
258	258.0	215886
259	259.0	214567
260	260.0	215017
261	261.0	215450
262	262.0	211859
263	263.0	212552
264	264.0	209715
265	265.0	210782
266	266.0	208292
267	267.0	206295
268	268.0	204497
269	269.0	207037
270	270.0	203220
271	271.0	201847
272	272.0	202088
273	273.0	202142
274	274.0	199060
275	275.0	197572
276	276.0	197539
277	277.0	198671
278	278.0	195368
279	279.0	196172
280	280.0	194077
281	281.0	194792
282	282.0	192765
283	283.0	191102
284	284.0	191345
285	285.0	191976
286	286.0	189252
287	287.0	187143
288	288.0	188329
289	289.0	188727
290	290.0	186376
291	291.0	185418
292	292.0	184717
293	293.0	186277
294	294.0	183365
295	295.0	183413
296	296.0	182595
297	297.0	183349
298	298.0	182377
299	299.0	180740
300	300.0	180742
301	301.0	182734
302	302.0	180416
303	303.0	181139
304	304.0	180575
305	305.0	182516
306	306.0	180638
307	307.0	180603
308	308.0	181053
309	309.0	183254
310	310.0	181261
311	311.0	182806
312	312.0	181930
313	313.0	184443
314	314.0	183486
315	315.0	182880
316	316.0	183412
317	317.0	185241
318	318.0	184306
319	319.0	182893
320	320.0	182941
321	321.0	184742
322	322.0	183652
323	323.0	182768
324	324.0	182297
325	325.0	183661
326	326.0	181345
327	327.0	181095
328	328.0	179276
329	329.0	179444
330	330.0	175355
331	331.0	174718
332	332.0	173364
333	333.0	172018
334	334.0	169906
335	335.0	167570
336	336.0	166018
337	337.0	165257
338	338.0	160970
339	339.0	159696
340	340.0	157724
341	341.0	156178
342	342.0	152757
343	343.0	151736
344	344.0	148528
345	345.0	148464
346	346.0	144495
347	347.0	142802
348	348.0	140888
349	349.0	140286
350	350.0	137191
351	351.0	135340
352	352.0	134478
353	353.0	133190
354	354.0	131061
355	355.0	129624
356	356.0	128548
357	357.0	128260
358	358.0	126803
359	359.0	126025
360	360.0	123813
361	361.0	125474
362	362.0	121616
363	363.0	121240
364	364.0	120501
365	365.0	121185
366	366.0	119571
367	367.0	118061
368	368.0	118272
369	369.0	118380
370	370.0	117566
371	371.0	116379
372	372.0	115922
373	373.0	117067
374	374.0	115034
375	375.0	115627
376	376.0	113701
377	377.0	115264
378	378.0	112934
379	379.0	113162
380	380.0	112488
381	381.0	113257
382	382.0	112312
383	383.0	111830
384	384.0	111616
385	385.0	112005
386	386.0	110617
387	387.0	110324
388	388.0	110468
389	389.0	110939
390	390.0	109975
391	391.0	110154
392	392.0	108839
393	393.0	109505
394	394.0	108707
395	395.0	107015
396	396.0	107820
397	397.0	107646
398	398.0	105759
399	399.0	105920
400	400.0	105466
401	401.0	106670
402	402.0	105219
403	403.0	105266
404	404.0	104578
405	405.0	105095
406	406.0	103332
407	407.0	103751
408	408.0	102302
409	409.0	103363
410	410.0	102145
411	411.0	100946
412	412.0	100285
413	413.0	100835
414	414.0	99220
415	415.0	97518
416	416.0	97886
417	417.0	98284
418	418.0	96241
419	419.0	95534
420	420.0	95259
421	421.0	96152
422	422.0	94421
423	423.0	94033
424	424.0	92653
425	425.0	93177
426	426.0	91722
427	427.0	90620
428	428.0	90595
429	429.0	90965
430	430.0	89277
431	431.0	88827
432	432.0	88079
433	433.0	88778
434	434.0	87352
435	435.0	86785
436	436.0	86573
437	437.0	87164
438	438.0	85980
439	439.0	86449
440	440.0	85369
441	441.0	86256
442	442.0	85376
443	443.0	84546
444	444.0	84748
445	445.0	85632
446	446.0	84361
447	447.0	84412
448	448.0	84803
449	449.0	85469
450	450.0	84216
451	451.0	84217
452	452.0	84258
453	453.0	84985
454	454.0	84706
455	455.0	85507
456	456.0	84522
457	457.0	85728
458	458.0	84786
459	459.0	84590
460	460.0	85154
461	461.0	85976
462	462.0	85642
463	463.0	84868
464	464.0	84727
465	465.0	86539
466	466.0	85256
467	467.0	85566
468	468.0	85267
469	469.0	85984
470	470.0	84940
471	471.0	86127
472	472.0	85377
473	473.0	86729
474	474.0	85145
475	475.0	84963
476	476.0	85006
477	477.0	85675
478	478.0	84001
479	479.0	83629
480	480.0	83603
481	481.0	84176
482	482.0	83365
483	483.0	82876
484	484.0	82944
485	485.0	83376
486	486.0	81485
487	487.0	81684
488	488.0	80107
489	489.0	80558
490	490.0	79636
491	491.0	79115
492	492.0	78399
493	493.0	78529
494	494.0	77052
495	495.0	75918
496	496.0	75346
497	497.0	75206
498	498.0	74040
499	499.0	72759
500	500.0	72797
501	501.0	72313
502	502.0	71046
503	503.0	71002
504	504.0	69013
505	505.0	69579
506	506.0	68234
507	507.0	66809
508	508.0	66743
509	509.0	66439
510	510.0	64954
511	511.0	62949
512	512.0	64139
513	513.0	63714
514	514.0	62583
515	515.0	61901
516	516.0	61161
517	517.0	61708
518	518.0	59993
519	519.0	59713
520	520.0	58447
521	521.0	58335
522	522.0	58235
523	523.0	57529
524	524.0	57284
525	525.0	57206
526	526.0	56001
527	527.0	55372
528	528.0	55802
529	529.0	55463
530	530.0	55138
531	531.0	54622
532	532.0	54379
533	533.0	54601
534	534.0	54116
535	535.0	53912
536	536.0	53062
537	537.0	53556
538	538.0	52607
539	539.0	52752
540	540.0	52108
541	541.0	52690
542	542.0	52124
543	543.0	51740
544	544.0	51973
545	545.0	51912
546	546.0	51647
547	547.0	51356
548	548.0	51572
549	549.0	51419
550	550.0	50518
551	551.0	51131
552	552.0	49987
553	553.0	50997
554	554.0	50526
555	555.0	49823
556	556.0	50036
557	557.0	50787
558	558.0	49752
559	559.0	49411
560	560.0	49371
561	561.0	49839
562	562.0	49239
563	563.0	48981
564	564.0	48953
565	565.0	49311
566	566.0	48690
567	567.0	49021
568	568.0	48353
569	569.0	48243
570	570.0	47844
571	571.0	47556
572	572.0	48022
573	573.0	48051
574	574.0	47505
575	575.0	46911
576	576.0	46945
577	577.0	47265
578	578.0	46651
579	579.0	46736
580	580.0	46419
581	581.0	46529
582	582.0	45878
583	583.0	46461
584	584.0	46018
585	585.0	46398
586	586.0	45548
587	587.0	45324
588	588.0	45142
589	589.0	45252
590	590.0	45171
591	591.0	44921
592	592.0	44983
593	593.0	45076
594	594.0	44577
595	595.0	43765
596	596.0	44250
597	597.0	44691
598	598.0	43991
599	599.0	44204
600	600.0	44107
601	601.0	44499
602	602.0	43452
603	603.0	43491
604	604.0	44031
605	605.0	43423
606	606.0	43138
607	607.0	43075
608	608.0	43202
609	609.0	43280
610	610.0	42853
611	611.0	42928
612	612.0	42875
613	613.0	43477
614	614.0	42999
615	615.0	43091
616	616.0	41960
617	617.0	42657
618	618.0	42467
619	619.0	42201
620	620.0	42346
621	621.0	42566
622	622.0	41933
623	623.0	41816
624	624.0	42127
