Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1000
Conversion Gain:	4096
Coarse Gain:	2
Fine Gain:	0
Upper Discriminator:	4191
Lower Discriminator:	119
366	366.0	448
367	367.0	440
368	368.0	401
369	369.0	446
370	370.0	382
371	371.0	410
372	372.0	369
373	373.0	430
374	374.0	395
375	375.0	436
376	376.0	411
377	377.0	362
378	378.0	397
379	379.0	381
380	380.0	399
381	381.0	379
382	382.0	384
383	383.0	374
384	384.0	404
385	385.0	409
386	386.0	357
387	387.0	378
388	388.0	330
389	389.0	399
390	390.0	385
391	391.0	366
392	392.0	379
393	393.0	352
394	394.0	340
395	395.0	402
396	396.0	372
397	397.0	366
398	398.0	388
399	399.0	394
400	400.0	357
401	401.0	348
402	402.0	377
403	403.0	359
404	404.0	362
405	405.0	354
406	406.0	381
407	407.0	352
408	408.0	372
409	409.0	362
410	410.0	358
411	411.0	369
412	412.0	352
413	413.0	341
414	414.0	335
415	415.0	355
416	416.0	354
417	417.0	345
418	418.0	319
419	419.0	357
420	420.0	313
421	421.0	380
422	422.0	329
423	423.0	359
424	424.0	326
425	425.0	372
426	426.0	319
427	427.0	338
428	428.0	343
429	429.0	317
430	430.0	323
431	431.0	318
432	432.0	285
433	433.0	309
434	434.0	289
435	435.0	280
436	436.0	331
437	437.0	321
438	438.0	315
439	439.0	321
440	440.0	298
441	441.0	293
442	442.0	307
443	443.0	284
444	444.0	316
445	445.0	306
446	446.0	285
447	447.0	292
448	448.0	306
449	449.0	297
450	450.0	299
451	451.0	272
452	452.0	259
453	453.0	293
454	454.0	287
455	455.0	281
456	456.0	307
457	457.0	293
458	458.0	282
459	459.0	281
460	460.0	274
461	461.0	298
462	462.0	265
463	463.0	320
464	464.0	309
465	465.0	278
466	466.0	303
467	467.0	278
468	468.0	300
469	469.0	245
470	470.0	276
471	471.0	306
472	472.0	316
473	473.0	289
474	474.0	275
475	475.0	304
476	476.0	290
477	477.0	296
478	478.0	279
479	479.0	285
480	480.0	302
481	481.0	284
482	482.0	282
483	483.0	295
484	484.0	272
485	485.0	294
486	486.0	282
487	487.0	302
488	488.0	290
489	489.0	262
490	490.0	260
491	491.0	288
492	492.0	251
493	493.0	253
494	494.0	265
495	495.0	321
496	496.0	263
497	497.0	281
498	498.0	288
499	499.0	267
500	500.0	280
501	501.0	271
502	502.0	243
503	503.0	266
504	504.0	270
505	505.0	247
506	506.0	273
507	507.0	227
508	508.0	260
509	509.0	233
510	510.0	251
511	511.0	230
512	512.0	275
513	513.0	253
514	514.0	229
515	515.0	226
516	516.0	240
517	517.0	238
518	518.0	235
519	519.0	215
520	520.0	201
521	521.0	210
522	522.0	205
523	523.0	205
524	524.0	213
525	525.0	200
526	526.0	205
527	527.0	207
528	528.0	222
529	529.0	210
530	530.0	198
531	531.0	205
532	532.0	205
533	533.0	198
534	534.0	226
535	535.0	179
536	536.0	207
537	537.0	191
538	538.0	178
539	539.0	190
540	540.0	190
541	541.0	215
542	542.0	196
543	543.0	179
544	544.0	184
545	545.0	185
546	546.0	193
547	547.0	199
548	548.0	161
549	549.0	176
550	550.0	180
551	551.0	184
552	552.0	175
553	553.0	182
554	554.0	177
555	555.0	190
556	556.0	173
557	557.0	191
558	558.0	166
559	559.0	180
560	560.0	195
561	561.0	163
562	562.0	174
563	563.0	173
564	564.0	180
565	565.0	167
566	566.0	187
567	567.0	171
568	568.0	156
569	569.0	157
570	570.0	143
571	571.0	179
572	572.0	156
573	573.0	141
574	574.0	194
575	575.0	175
576	576.0	166
577	577.0	164
578	578.0	150
579	579.0	172
580	580.0	176
581	581.0	168
582	582.0	166
583	583.0	179
584	584.0	164
585	585.0	188
586	586.0	168
587	587.0	172
588	588.0	154
589	589.0	155
590	590.0	157
591	591.0	178
592	592.0	156
593	593.0	160
594	594.0	166
595	595.0	148
596	596.0	163
597	597.0	130
598	598.0	153
599	599.0	146
600	600.0	140
601	601.0	155
602	602.0	160
603	603.0	146
604	604.0	155
605	605.0	150
606	606.0	156
607	607.0	156
608	608.0	164
609	609.0	172
610	610.0	175
611	611.0	163
612	612.0	142
613	613.0	136
614	614.0	147
615	615.0	161
616	616.0	143
617	617.0	142
618	618.0	128
619	619.0	139
620	620.0	150
621	621.0	142
622	622.0	139
623	623.0	139
624	624.0	149
625	625.0	134
626	626.0	128
627	627.0	162
628	628.0	158
629	629.0	136
630	630.0	135
631	631.0	146
632	632.0	154
633	633.0	158
634	634.0	125
635	635.0	152
636	636.0	144
637	637.0	140
638	638.0	152
639	639.0	156
640	640.0	125
641	641.0	141
642	642.0	137
643	643.0	144
644	644.0	144
645	645.0	131
646	646.0	140
647	647.0	167
648	648.0	126
649	649.0	151
650	650.0	120
651	651.0	149
652	652.0	150
653	653.0	147
654	654.0	130
655	655.0	155
656	656.0	151
657	657.0	148
658	658.0	142
659	659.0	139
660	660.0	120
661	661.0	144
662	662.0	123
663	663.0	144
664	664.0	135
665	665.0	137
666	666.0	128
667	667.0	143
668	668.0	135
669	669.0	137
670	670.0	120
671	671.0	132
672	672.0	135
673	673.0	141
674	674.0	126
675	675.0	145
676	676.0	143
677	677.0	135
678	678.0	128
679	679.0	136
680	680.0	137
681	681.0	133
682	682.0	132
683	683.0	142
684	684.0	145
685	685.0	129
686	686.0	132
687	687.0	129
688	688.0	147
689	689.0	125
690	690.0	113
691	691.0	136
692	692.0	108
693	693.0	143
694	694.0	131
695	695.0	136
696	696.0	128
697	697.0	114
698	698.0	134
699	699.0	122
700	700.0	143
701	701.0	116
702	702.0	155
703	703.0	124
704	704.0	138
705	705.0	134
706	706.0	132
707	707.0	152
708	708.0	145
709	709.0	146
710	710.0	137
711	711.0	130
712	712.0	128
713	713.0	159
714	714.0	125
715	715.0	155
716	716.0	123
717	717.0	131
718	718.0	149
719	719.0	141
720	720.0	145
721	721.0	127
722	722.0	121
723	723.0	138
724	724.0	121
725	725.0	128
726	726.0	124
727	727.0	146
728	728.0	134
729	729.0	131
730	730.0	124
731	731.0	102
732	732.0	114
733	733.0	130
734	734.0	118
735	735.0	133
736	736.0	139
737	737.0	134
738	738.0	131
739	739.0	108
740	740.0	132
741	741.0	101
742	742.0	124
743	743.0	132
744	744.0	118
745	745.0	119
746	746.0	124
747	747.0	126
748	748.0	119
749	749.0	121
750	750.0	111
751	751.0	104
752	752.0	119
753	753.0	103
754	754.0	128
755	755.0	111
756	756.0	130
757	757.0	118
758	758.0	126
759	759.0	124
760	760.0	130
761	761.0	131
762	762.0	127
763	763.0	123
764	764.0	102
765	765.0	117
766	766.0	103
767	767.0	91
768	768.0	118
769	769.0	116
770	770.0	117
771	771.0	117
772	772.0	93
773	773.0	120
774	774.0	107
775	775.0	145
776	776.0	106
777	777.0	118
778	778.0	107
779	779.0	106
780	780.0	100
781	781.0	126
782	782.0	96
783	783.0	107
784	784.0	105
785	785.0	118
786	786.0	93
787	787.0	96
788	788.0	130
789	789.0	115
790	790.0	111
791	791.0	117
792	792.0	121
793	793.0	109
794	794.0	113
795	795.0	111
796	796.0	121
797	797.0	103
798	798.0	109
799	799.0	112
800	800.0	121
801	801.0	97
802	802.0	122
803	803.0	138
804	804.0	119
805	805.0	110
806	806.0	125
807	807.0	113
808	808.0	116
809	809.0	146
810	810.0	132
811	811.0	135
812	812.0	96
813	813.0	146
814	814.0	136
815	815.0	116
816	816.0	131
817	817.0	133
818	818.0	143
819	819.0	118
820	820.0	130
821	821.0	143
822	822.0	152
823	823.0	145
824	824.0	149
825	825.0	151
826	826.0	130
827	827.0	145
828	828.0	120
829	829.0	157
830	830.0	140
831	831.0	140
832	832.0	149
833	833.0	145
834	834.0	151
835	835.0	149
836	836.0	139
837	837.0	161
838	838.0	153
839	839.0	157
840	840.0	158
841	841.0	140
842	842.0	120
843	843.0	148
844	844.0	163
845	845.0	143
846	846.0	122
847	847.0	143
848	848.0	137
849	849.0	139
850	850.0	160
851	851.0	140
852	852.0	139
853	853.0	154
854	854.0	119
855	855.0	132
856	856.0	145
857	857.0	126
858	858.0	163
859	859.0	153
860	860.0	157
861	861.0	136
862	862.0	124
863	863.0	146
864	864.0	152
865	865.0	111
866	866.0	108
867	867.0	127
868	868.0	127
869	869.0	126
870	870.0	134
871	871.0	130
872	872.0	117
873	873.0	118
874	874.0	103
875	875.0	109
876	876.0	116
877	877.0	129
878	878.0	120
879	879.0	104
880	880.0	102
881	881.0	94
882	882.0	89
883	883.0	113
884	884.0	120
885	885.0	119
886	886.0	115
887	887.0	100
888	888.0	78
889	889.0	93
890	890.0	99
891	891.0	96
892	892.0	109
893	893.0	95
894	894.0	87
895	895.0	99
896	896.0	96
897	897.0	121
898	898.0	97
899	899.0	85
900	900.0	76
901	901.0	100
902	902.0	98
903	903.0	92
904	904.0	80
905	905.0	88
906	906.0	89
907	907.0	86
908	908.0	73
909	909.0	93
910	910.0	71
911	911.0	91
912	912.0	85
913	913.0	73
914	914.0	81
915	915.0	77
916	916.0	73
917	917.0	72
918	918.0	80
919	919.0	64
920	920.0	82
921	921.0	79
922	922.0	78
923	923.0	66
924	924.0	73
925	925.0	75
926	926.0	75
927	927.0	60
928	928.0	82
929	929.0	71
930	930.0	79
931	931.0	75
932	932.0	71
933	933.0	67
934	934.0	66
935	935.0	64
936	936.0	70
937	937.0	69
938	938.0	71
939	939.0	64
940	940.0	63
941	941.0	82
942	942.0	66
943	943.0	74
944	944.0	72
945	945.0	60
946	946.0	71
947	947.0	64
948	948.0	56
949	949.0	44
950	950.0	67
951	951.0	80
952	952.0	67
953	953.0	67
954	954.0	66
955	955.0	72
956	956.0	69
957	957.0	72
958	958.0	76
959	959.0	51
960	960.0	70
961	961.0	67
962	962.0	82
963	963.0	53
964	964.0	72
965	965.0	57
966	966.0	65
967	967.0	59
968	968.0	61
969	969.0	66
970	970.0	73
971	971.0	78
972	972.0	79
973	973.0	53
974	974.0	63
975	975.0	58
976	976.0	64
977	977.0	59
978	978.0	84
979	979.0	61
980	980.0	62
981	981.0	45
982	982.0	63
983	983.0	63
984	984.0	61
985	985.0	58
986	986.0	69
987	987.0	70
988	988.0	65
989	989.0	52
990	990.0	71
991	991.0	57
992	992.0	73
993	993.0	64
994	994.0	66
995	995.0	49
996	996.0	68
997	997.0	68
998	998.0	65
999	999.0	54
1000	1000.0	59
1001	1001.0	74
1002	1002.0	61
1003	1003.0	57
1004	1004.0	59
1005	1005.0	73
1006	1006.0	60
1007	1007.0	66
1008	1008.0	78
1009	1009.0	63
1010	1010.0	68
1011	1011.0	50
1012	1012.0	68
1013	1013.0	68
1014	1014.0	64
1015	1015.0	65
1016	1016.0	72
1017	1017.0	69
1018	1018.0	76
1019	1019.0	62
1020	1020.0	72
1021	1021.0	74
1022	1022.0	82
1023	1023.0	51
1024	1024.0	64
1025	1025.0	62
1026	1026.0	65
1027	1027.0	62
1028	1028.0	69
1029	1029.0	59
1030	1030.0	76
1031	1031.0	61
1032	1032.0	58
1033	1033.0	59
1034	1034.0	54
1035	1035.0	74
1036	1036.0	73
1037	1037.0	57
1038	1038.0	66
1039	1039.0	57
1040	1040.0	53
1041	1041.0	67
1042	1042.0	52
1043	1043.0	70
1044	1044.0	71
1045	1045.0	81
1046	1046.0	62
1047	1047.0	54
1048	1048.0	63
1049	1049.0	76
1050	1050.0	69
1051	1051.0	63
1052	1052.0	77
1053	1053.0	62
1054	1054.0	55
1055	1055.0	44
1056	1056.0	63
1057	1057.0	45
1058	1058.0	55
1059	1059.0	79
1060	1060.0	59
1061	1061.0	72
1062	1062.0	67
1063	1063.0	60
1064	1064.0	56
1065	1065.0	62
1066	1066.0	67
1067	1067.0	63
1068	1068.0	72
1069	1069.0	74
1070	1070.0	61
1071	1071.0	59
1072	1072.0	50
1073	1073.0	58
1074	1074.0	67
1075	1075.0	74
1076	1076.0	62
1077	1077.0	55
1078	1078.0	69
1079	1079.0	58
1080	1080.0	59
1081	1081.0	73
1082	1082.0	57
1083	1083.0	65
1084	1084.0	65
1085	1085.0	70
1086	1086.0	65
1087	1087.0	67
1088	1088.0	61
1089	1089.0	58
1090	1090.0	68
1091	1091.0	63
1092	1092.0	46
1093	1093.0	58
1094	1094.0	65
1095	1095.0	70
1096	1096.0	67
1097	1097.0	51
1098	1098.0	59
1099	1099.0	56
1100	1100.0	74
1101	1101.0	65
1102	1102.0	63
1103	1103.0	54
1104	1104.0	60
1105	1105.0	58
1106	1106.0	64
1107	1107.0	64
1108	1108.0	54
1109	1109.0	62
1110	1110.0	59
1111	1111.0	63
1112	1112.0	57
1113	1113.0	51
1114	1114.0	68
1115	1115.0	50
1116	1116.0	60
1117	1117.0	64
1118	1118.0	74
1119	1119.0	62
1120	1120.0	63
1121	1121.0	71
1122	1122.0	57
1123	1123.0	68
1124	1124.0	69
1125	1125.0	57
1126	1126.0	45
1127	1127.0	52
1128	1128.0	63
1129	1129.0	60
1130	1130.0	41
1131	1131.0	58
1132	1132.0	67
1133	1133.0	48
1134	1134.0	61
1135	1135.0	57
1136	1136.0	56
1137	1137.0	54
1138	1138.0	67
1139	1139.0	47
1140	1140.0	58
1141	1141.0	53
1142	1142.0	60
1143	1143.0	71
1144	1144.0	71
1145	1145.0	49
1146	1146.0	53
1147	1147.0	51
1148	1148.0	65
1149	1149.0	53
1150	1150.0	61
1151	1151.0	57
1152	1152.0	49
1153	1153.0	62
1154	1154.0	55
1155	1155.0	62
1156	1156.0	71
1157	1157.0	63
1158	1158.0	63
1159	1159.0	50
1160	1160.0	73
1161	1161.0	54
1162	1162.0	42
1163	1163.0	55
1164	1164.0	44
1165	1165.0	59
1166	1166.0	50
1167	1167.0	43
1168	1168.0	62
1169	1169.0	61
1170	1170.0	53
1171	1171.0	59
1172	1172.0	54
1173	1173.0	55
1174	1174.0	41
1175	1175.0	68
1176	1176.0	46
1177	1177.0	46
1178	1178.0	46
1179	1179.0	64
1180	1180.0	60
1181	1181.0	52
1182	1182.0	47
1183	1183.0	49
1184	1184.0	57
1185	1185.0	60
1186	1186.0	63
1187	1187.0	47
1188	1188.0	60
1189	1189.0	53
1190	1190.0	57
1191	1191.0	59
1192	1192.0	55
1193	1193.0	46
1194	1194.0	44
1195	1195.0	42
1196	1196.0	46
1197	1197.0	40
1198	1198.0	57
1199	1199.0	56
1200	1200.0	63
1201	1201.0	41
1202	1202.0	56
1203	1203.0	61
1204	1204.0	57
1205	1205.0	56
1206	1206.0	51
1207	1207.0	42
1208	1208.0	70
1209	1209.0	45
1210	1210.0	56
1211	1211.0	60
1212	1212.0	51
1213	1213.0	53
1214	1214.0	52
1215	1215.0	46
1216	1216.0	48
1217	1217.0	56
1218	1218.0	61
1219	1219.0	44
1220	1220.0	48
1221	1221.0	63
1222	1222.0	46
1223	1223.0	55
1224	1224.0	60
1225	1225.0	54
1226	1226.0	58
1227	1227.0	58
1228	1228.0	60
1229	1229.0	49
1230	1230.0	45
1231	1231.0	54
1232	1232.0	51
1233	1233.0	57
1234	1234.0	44
1235	1235.0	58
1236	1236.0	56
1237	1237.0	53
1238	1238.0	55
1239	1239.0	60
1240	1240.0	65
1241	1241.0	60
1242	1242.0	62
1243	1243.0	54
1244	1244.0	54
1245	1245.0	62
1246	1246.0	55
1247	1247.0	59
1248	1248.0	48
1249	1249.0	48
1250	1250.0	61
1251	1251.0	51
1252	1252.0	64
1253	1253.0	57
1254	1254.0	77
1255	1255.0	58
1256	1256.0	62
1257	1257.0	48
1258	1258.0	62
1259	1259.0	58
1260	1260.0	57
1261	1261.0	64
1262	1262.0	56
1263	1263.0	57
1264	1264.0	62
1265	1265.0	59
1266	1266.0	58
1267	1267.0	62
1268	1268.0	55
1269	1269.0	53
1270	1270.0	62
1271	1271.0	84
1272	1272.0	58
1273	1273.0	66
1274	1274.0	67
1275	1275.0	63
1276	1276.0	62
1277	1277.0	62
1278	1278.0	67
1279	1279.0	50
1280	1280.0	62
1281	1281.0	58
1282	1282.0	60
1283	1283.0	57
1284	1284.0	54
1285	1285.0	66
1286	1286.0	60
1287	1287.0	54
1288	1288.0	73
1289	1289.0	72
1290	1290.0	64
1291	1291.0	75
1292	1292.0	83
1293	1293.0	53
1294	1294.0	63
1295	1295.0	60
1296	1296.0	66
1297	1297.0	65
1298	1298.0	57
1299	1299.0	51
1300	1300.0	56
1301	1301.0	57
1302	1302.0	63
1303	1303.0	62
1304	1304.0	58
1305	1305.0	75
1306	1306.0	52
1307	1307.0	75
1308	1308.0	70
1309	1309.0	55
1310	1310.0	53
1311	1311.0	57
1312	1312.0	66
1313	1313.0	54
1314	1314.0	51
1315	1315.0	65
1316	1316.0	77
1317	1317.0	56
1318	1318.0	66
1319	1319.0	71
1320	1320.0	74
1321	1321.0	70
1322	1322.0	65
1323	1323.0	73
1324	1324.0	59
1325	1325.0	55
1326	1326.0	62
1327	1327.0	58
1328	1328.0	39
1329	1329.0	63
1330	1330.0	64
1331	1331.0	50
1332	1332.0	53
1333	1333.0	68
1334	1334.0	61
1335	1335.0	57
1336	1336.0	57
1337	1337.0	58
1338	1338.0	59
1339	1339.0	50
1340	1340.0	59
1341	1341.0	60
1342	1342.0	60
1343	1343.0	58
1344	1344.0	58
1345	1345.0	54
1346	1346.0	64
1347	1347.0	48
1348	1348.0	57
1349	1349.0	52
1350	1350.0	56
1351	1351.0	48
1352	1352.0	65
1353	1353.0	59
1354	1354.0	59
1355	1355.0	65
1356	1356.0	61
1357	1357.0	59
1358	1358.0	60
1359	1359.0	47
1360	1360.0	65
1361	1361.0	55
1362	1362.0	48
1363	1363.0	45
1364	1364.0	59
1365	1365.0	45
1366	1366.0	65
1367	1367.0	49
1368	1368.0	57
1369	1369.0	58
1370	1370.0	59
1371	1371.0	46
1372	1372.0	54
1373	1373.0	40
1374	1374.0	55
1375	1375.0	52
1376	1376.0	56
1377	1377.0	63
1378	1378.0	45
1379	1379.0	62
1380	1380.0	50
1381	1381.0	62
1382	1382.0	45
1383	1383.0	57
1384	1384.0	43
1385	1385.0	45
1386	1386.0	53
1387	1387.0	51
1388	1388.0	48
1389	1389.0	51
1390	1390.0	61
1391	1391.0	41
1392	1392.0	42
1393	1393.0	68
1394	1394.0	52
1395	1395.0	51
1396	1396.0	41
1397	1397.0	62
1398	1398.0	61
1399	1399.0	51
1400	1400.0	43
1401	1401.0	47
1402	1402.0	40
1403	1403.0	34
1404	1404.0	37
1405	1405.0	44
1406	1406.0	54
1407	1407.0	42
1408	1408.0	47
1409	1409.0	49
1410	1410.0	45
1411	1411.0	58
1412	1412.0	56
1413	1413.0	57
1414	1414.0	41
1415	1415.0	38
1416	1416.0	47
1417	1417.0	44
1418	1418.0	34
1419	1419.0	43
1420	1420.0	44
1421	1421.0	50
1422	1422.0	45
1423	1423.0	44
1424	1424.0	43
1425	1425.0	45
1426	1426.0	49
1427	1427.0	44
1428	1428.0	40
1429	1429.0	39
1430	1430.0	41
1431	1431.0	41
1432	1432.0	38
1433	1433.0	48
1434	1434.0	30
1435	1435.0	33
1436	1436.0	33
1437	1437.0	32
1438	1438.0	36
1439	1439.0	28
1440	1440.0	33
1441	1441.0	34
1442	1442.0	44
1443	1443.0	40
1444	1444.0	42
1445	1445.0	31
1446	1446.0	28
1447	1447.0	35
1448	1448.0	44
1449	1449.0	33
1450	1450.0	28
1451	1451.0	39
1452	1452.0	33
1453	1453.0	40
1454	1454.0	39
1455	1455.0	42
1456	1456.0	28
1457	1457.0	34
1458	1458.0	35
1459	1459.0	50
1460	1460.0	37
1461	1461.0	34
1462	1462.0	33
1463	1463.0	43
1464	1464.0	33
1465	1465.0	34
1466	1466.0	39
1467	1467.0	28
1468	1468.0	45
1469	1469.0	37
1470	1470.0	42
1471	1471.0	35
1472	1472.0	38
1473	1473.0	34
1474	1474.0	42
1475	1475.0	37
1476	1476.0	39
1477	1477.0	33
1478	1478.0	22
1479	1479.0	29
1480	1480.0	32
1481	1481.0	48
1482	1482.0	41
1483	1483.0	32
1484	1484.0	39
1485	1485.0	41
1486	1486.0	43
1487	1487.0	38
1488	1488.0	33
1489	1489.0	35
1490	1490.0	32
1491	1491.0	31
1492	1492.0	32
1493	1493.0	27
1494	1494.0	34
1495	1495.0	41
1496	1496.0	44
1497	1497.0	41
1498	1498.0	19
1499	1499.0	34
1500	1500.0	39
1501	1501.0	34
1502	1502.0	22
1503	1503.0	22
1504	1504.0	36
1505	1505.0	27
1506	1506.0	33
1507	1507.0	24
1508	1508.0	24
1509	1509.0	46
1510	1510.0	30
1511	1511.0	35
1512	1512.0	33
1513	1513.0	26
1514	1514.0	29
1515	1515.0	42
1516	1516.0	39
1517	1517.0	31
1518	1518.0	29
1519	1519.0	31
1520	1520.0	36
1521	1521.0	32
1522	1522.0	33
1523	1523.0	23
1524	1524.0	39
1525	1525.0	36
1526	1526.0	29
1527	1527.0	30
1528	1528.0	28
1529	1529.0	45
1530	1530.0	37
1531	1531.0	32
1532	1532.0	31
1533	1533.0	34
1534	1534.0	48
1535	1535.0	28
1536	1536.0	42
1537	1537.0	26
1538	1538.0	51
1539	1539.0	34
1540	1540.0	34
1541	1541.0	32
1542	1542.0	35
1543	1543.0	34
1544	1544.0	39
1545	1545.0	34
1546	1546.0	28
1547	1547.0	32
1548	1548.0	39
